Name, Position, Year,Spot, Games, WS, VORP, PER, TS, BPM 
Clifford Rozier, C,1994,16,173,0.063,-0.1,11.9,0.502,-2.1
Aaron McKie, SG,1994,17,793,0.1,12.9,12.8,0.514,0.7
Eric Mobley, C,1994,18,113,0.034,-0.8,10.6,0.544,-4
Tony Dumas, SG,1994,19,156,0.027,-1.6,12,0.486,-4.8
B.J. Tyler, PG,1994,20,55,-0.039,-1.1,8.5,0.462,-7.2
Dickey Simpkins, PF,1994,21,327,0.044,-2.3,9.5,0.494,-3.8
Bill Curley, PF,1994,22,147,0.047,-0.6,8.2,0.492,-3.6
Wesley Person, SG,1994,23,733,0.102,13.8,14.1,0.562,0.6
Monty Williams, SF,1994,24,456,0.072,0.5,12.8,0.521,-1.8
Greg Minor, SG,1994,25,277,0.077,-0.3,12.9,0.52,-2.2
Charlie Ward, PG,1994,26,630,0.113,13.3,13.8,0.531,1.8
Brooks Thompson, PG,1994,27,168,0.057,0.1,13.4,0.53,-1.7
Antonio Lang, SF,1994,29,143,0.057,-0.3,8.8,0.515,-2.8
Howard Eisley, PG,1994,30,786,0.058,-1,11.5,0.505,-2.2
Jim McIlvaine, C,1994,32,401,0.076,2.8,10,0.475,-0.1
Derrick Alston, C,1994,33,139,0.047,-0.1,11.7,0.499,-2.1
Gaylon Nickerson, SG,1994,34,4,0.076,-0.1,12.9,0.497,-7
Michael Smith, PF,1994,35,449,0.107,8.7,13.9,0.552,1.3
Dontonio Wingfield, SF,1994,37,114,0.074,0.2,11.4,0.479,-1.4
Darrin Hancock, SF,1994,38,133,0.038,-0.5,10.5,0.549,-3.4
Anthony Miller, PF,1994,39,181,0.11,-0.2,13.6,0.539,-2.4
Jeff Webster, SF,1994,40,11,-0.03,-0.1,7,0.391,-5.8
Shawnelle Scott, C,1994,43,105,0.101,-0.2,13.1,0.474,-3.1
Dwayne Morton, PG,1994,45,41,0.025,-0.3,11,0.502,-5.1
Voshon Lenard, SG,1994,46,565,0.093,6.7,13.8,0.526,-0.3
Jamie Watson, SF,1994,47,102,0.045,0.3,9.2,0.527,-1
Charles Claxton, C,1994,50,3,-0.179,0,0.2,0.347,-11.1
Lawrence Funderburke, PF,1994,51,318,0.131,-0.2,16.4,0.543,-2.2
Anthony Goldwire, PG,1994,52,266,0.062,-1.6,12.7,0.523,-3.3
Zeljko Rebraca, C,1994,54,215,0.121,-0.4,14.1,0.584,-2.5
Joe Smith, PF,1995,1,1030,0.107,5.9,15.4,0.513,-1.1
Antonio McDyess, PF,1995,2,1015,0.119,16.4,17.2,0.529,0.3
Jerry Stackhouse, SG,1995,3,970,0.083,12.8,16.5,0.524,-0.3
Rasheed Wallace, PF,1995,4,1109,0.139,37.5,17,0.536,2.1
Kevin Garnett, PF,1995,5,1462,0.182,94,22.7,0.546,5.4
Bryant Reeves, C,1995,6,395,0.052,-1.8,13.8,0.515,-2.6
Damon Stoudamire, PG,1995,7,878,0.091,15.4,15.4,0.505,0.1
Shawn Respert, SG,1995,8,172,0.043,-0.9,11.6,0.515,-3.6
Ed O'Bannon, SF,1995,9,128,0.025,-1,9.1,0.427,-3.8
Kurt Thomas, PF,1995,10,1110,0.114,13.2,13.9,0.519,-0.1
Gary Trent, PF,1995,11,506,0.113,1.7,15.9,0.531,-1.3
Cherokee Parks, C,1995,12,472,0.076,-0.1,12,0.498,-2
Corliss Williamson, SF,1995,13,822,0.089,-1.9,14.9,0.535,-2.4
Eric Williams, SF,1995,14,658,0.071,-1.8,11.7,0.513,-2.4
Brent Barry, SG,1995,15,912,0.143,27.2,15.7,0.607,2.6
Alan Henderson, PF,1995,16,652,0.097,1.1,14.5,0.51,-1.7
Bob Sura, SG,1995,17,657,0.087,9.2,14.3,0.512,0.3
Theo Ratliff, C,1995,18,810,0.112,15.1,14.3,0.546,0.9
Randolph Childress, PG,1995,19,51,-0.026,-0.4,5.9,0.461,-6.4
Jason Caffey, PF,1995,20,462,0.072,-1.6,12.5,0.524,-2.7
Michael Finley, SF,1995,21,1103,0.108,29.2,16,0.527,1
George Zidek, C,1995,22,135,0.029,-1.9,8.7,0.484,-7.5
Travis Best, PG,1995,23,708,0.098,4,13.8,0.514,-0.9
Loren Meyer, PF,1995,24,140,0.012,-2.2,8.5,0.477,-6.2
David Vaughn, PF,1995,25,118,0.026,-1,10.1,0.461,-5.5
Sherell Ford, SF,1995,26,28,0.124,-0.1,16.4,0.474,-4.9
Mario Bennett, PF,1995,27,68,0.153,0.3,18.2,0.543,0.3
Greg Ostertag, C,1995,28,756,0.11,10,13.1,0.516,0.7
Cory Alexander, PG,1995,29,307,0.03,-0.2,12.4,0.504,-2.2
Lou Roe, SF,1995,30,66,-0.001,-0.5,7.7,0.405,-5.7
Dragan Tarlac, C,1995,31,43,-0.016,-0.7,5.6,0.454,-6.3
Terrence Rencher, PG,1995,32,36,-0.021,-0.4,6.5,0.441,-5.5
Junior Burrough, PF,1995,33,61,-0.018,-0.7,9,0.448,-7.9
Andrew DeClercq, C,1995,34,587,0.094,2.4,12.1,0.538,-1
Jimmy King, SG,1995,35,64,0.001,-0.8,10,0.48,-5.5
Lawrence Moten, SG,1995,36,119,0.001,-0.8,12.6,0.479,-3.7
Frankie King, SG,1995,37,13,0.025,0,11.4,0.428,-4.2
Donny Marshall, SF,1995,39,119,0.045,-0.6,8.7,0.457,-4.7
Dwayne Whitfield, PF,1995,40,8,0.01,-0.2,9.3,0.504,-8.5
Donnie Boyce, SG,1995,42,30,-0.064,-0.2,9.3,0.405,-5.6
Eric Snow, PG,1995,43,846,0.09,4.3,12.2,0.492,-1.3
Tyus Edney, PG,1995,47,226,0.068,-0.9,13.6,0.505,-2.7
Mark Davis, SF,1995,48,230,0.03,0.3,11.9,0.499,-1.7
Jerome Allen, SG,1995,49,117,0.006,-0.7,8.5,0.45,-4.2
Martin Lewis, SF,1995,50,25,0.026,-0.2,11.2,0.518,-5.8
Fred Hoiberg, SG,1995,52,541,0.133,6.9,13.7,0.574,0.7
Michael McDonald, C,1995,55,1,-0.638,0,-22.1, ,-23.4
Chris Carr, SG,1995,56,297,0.042,-2.4,11.9,0.509,-4.1
Cuonzo Martin, SG,1995,57,7,-0.151,-0.1,4.2,0.349,-8.6
Don Reid, PF,1995,58,403,0.123,2.4,11.8,0.563,-0.2
Allen Iverson, SG,1996,1,914,0.126,44.1,20.9,0.518,2.7
Marcus Camby, C,1996,2,973,0.137,35.6,17.8,0.503,2.9
Shareef Abdur-Rahim, PF,1996,3,830,0.118,21.1,19,0.549,0.9
Stephon Marbury, PG,1996,4,846,0.117,25.6,18.7,0.528,1.2
Ray Allen, SG,1996,5,1300,0.15,58.1,18.6,0.58,3
Antoine Walker, PF,1996,6,893,0.058,21.9,16,0.484,0.8
Lorenzen Wright, C,1996,7,778,0.079,0,13.3,0.491,-2
Kerry Kittles, SG,1996,8,507,0.127,16.9,16,0.523,1.9
Samaki Walker, PF,1996,9,445,0.089,-1.8,12.7,0.5,-3
Erick Dampier, C,1996,10,987,0.105,13.1,14.3,0.536,0.2
Todd Fuller, C,1996,11,225,0.041,-3.2,10.3,0.472,-7.1
Vitaly Potapenko, C,1996,12,610,0.064,-4.4,11.8,0.515,-3.5
Kobe Bryant, SG,1996,13,1346,0.17,72.1,22.9,0.55,3.9
Peja Stojakovic, SF,1996,14,804,0.147,23.9,17.1,0.577,1.5
Steve Nash, PG,1996,15,1217,0.164,31.2,20,0.605,1.3
Tony Delk, PG,1996,16,545,0.08,2.1,13.7,0.494,-1.3
Jermaine O'Neal, C,1996,17,1011,0.116,13.9,17.9,0.517,0
John Wallace, SF,1996,18,381,0.05,-3.8,14,0.51,-4.5
Walter McCarty, PF,1996,19,593,0.064,1.7,10.1,0.501,-1.4
Zydrunas Ilgauskas, C,1996,20,843,0.139,13,18.5,0.534,0.3
Dontae' Jones, SF,1996,21,15,-0.175,-0.2,3.8,0.386,-11.8
Roy Rogers, PF,1996,22,137,0.035,-0.7,12.1,0.495,-3.3
Derek Fisher, PG,1996,24,1287,0.091,9.3,11.7,0.514,-0.9
Martin Muursepp, PF,1996,25,83,0.1,0.2,14.9,0.509,-1.2
Jerome Williams, PF,1996,26,587,0.143,9,15.9,0.547,0.8
Brian Evans, SF,1996,27,102,0.076,-0.1,11.8,0.463,-2.2
Priest Lauderdale, C,1996,28,74,-0.074,-0.8,11.3,0.497,-8
Travis Knight, C,1996,29,371,0.083,0.8,11.4,0.48,-1.3
Othella Harrington, PF,1996,30,709,0.08,-4,12.5,0.555,-3.1
Mark Hendrickson, PF,1996,31,114,0.067,-0.8,10.6,0.498,-4.1
Moochie Norris, PG,1996,33,445,0.063,-0.1,13,0.485,-2.1
Jeff McInnis, PG,1996,37,576,0.07,-2.5,12.6,0.493,-2.6
Steve Hamer, C,1996,38,35,0.031,-0.4,8.9,0.545,-7.5
Jason Sasser, SF,1996,41,14,-0.014,-0.1,7.6,0.43,-7
Randy Livingston, PG,1996,42,203,0.041,-1.2,10,0.469,-3.7
Ben Davis, PF,1996,43,40,0.04,-0.2,12.5,0.383,-6
Malik Rose, PF,1996,44,813,0.095,2,13.4,0.507,-1.4
Marcus Brown, SG,1996,46,27,0.066,-0.1,10.5,0.493,-3.2
Ron Riley, PF,1996,47,264,0.024,-0.8,11.3,0.448,-2.9
Jamie Feick, C,1996,48,201,0.091,0.4,12.4,0.472,-1.7
Amal McCaskill, C,1996,49,114,0.024,-0.6,7.7,0.416,-4.4
Chris Robinson, SG,1996,51,76,-0.003,-0.6,9.3,0.467,-4.1
Mark Pope, PF,1996,52,153,0.038,-0.5,6.4,0.443,-3.2
Jeff Nordgaard, PF,1996,53,13,0.043,-0.1,11.6,0.41,-6.8
Shandon Anderson, SG,1996,54,719,0.071,4.9,11.7,0.535,-0.8
Reggie Geary, PG,1996,56,101,0.032,-0.3,7.3,0.407,-3.2
Drew Barry, PG,1996,57,60,0.051,-0.4,9.8,0.574,-4.5
Kenyon Martin, PF,2000,1,757,0.1,15.5,15,0.513,0.7
Stromile Swift, PF,2000,2,547,0.095,0.2,16.1,0.527,-1.9
Darius Miles, SF,2000,3,446,0.039,2.3,13.9,0.498,-1.2
Marcus Fizer, PF,2000,4,289,0.022,-4.1,13.4,0.481,-4.7
Mike Miller, SF,2000,5,1032,0.105,20.3,14.3,0.576,0.9
DerMarr Johnson, SF,2000,6,344,0.052,0.6,11,0.519,-1.6
Chris Mihm, C,2000,7,436,0.073,-4.1,13.4,0.509,-3.8
Jamal Crawford, SG,2000,8,1262,0.077,10.1,15.2,0.529,-0.9
Joel Przybilla, C,2000,9,592,0.094,3.3,12,0.568,-0.9
Keyon Dooling, PG,2000,10,728,0.063,-3.6,11.5,0.516,-3
Jerome Moiso, C,2000,11,145,0.074,-0.6,12.1,0.515,-3.8
Etan Thomas, C,2000,12,409,0.101,-1,14.5,0.546,-2.6
Courtney Alexander, PG,2000,13,187,0.048,-2.1,11.5,0.487,-4
Mateen Cleaves, PG,2000,14,167,-0.021,-2,8.5,0.449,-6.3
Jason Collier, C,2000,15,151,0.042,-2.3,11.7,0.502,-6.3
Hedo Turkoglu, SF,2000,16,997,0.114,21.4,14.3,0.54,1.2
Desmond Mason, SF,2000,17,643,0.056,-1.9,12.7,0.509,-2.4
Quentin Richardson, SF,2000,18,783,0.076,8.9,12.9,0.503,-0.3
Jamaal Magloire, C,2000,19,680,0.091,-3.3,13.5,0.531,-2.9
Speedy Claxton, PG,2000,20,334,0.08,2.8,14.5,0.481,-0.7
Morris Peterson, SG,2000,21,711,0.089,9.7,13.3,0.529,0
Donnell Harvey, PF,2000,22,205,0.069,-0.6,12.5,0.501,-2.7
DeShawn Stevenson, SG,2000,23,824,0.032,-4.6,9.9,0.487,-3
Dalibor Bagaric, C,2000,24,95,-0.043,-1.2,7,0.4,-6.8
Jake Tsakalidis, C,2000,25,315,0.095,-1.3,11.8,0.531,-3.1
Primoz Brezec, C,2000,27,342,0.084,-0.8,13.6,0.533,-2.5
Erick Barkley, PG,2000,28,27,0.027,-0.1,9.9,0.408,-3.8
Mark Madsen, C,2000,29,453,0.074,-0.2,8.1,0.482,-2.2
Marko Jaric, SG,2000,30,447,0.052,4.3,12,0.49,-0.5
Dan Langhi, SF,2000,31,133,0.012,-1.5,8.8,0.421,-6.8
A.J. Guyton, PG,2000,32,80,0.01,-1.1,10.9,0.481,-5.4
Jake Voskuhl, C,2000,33,450,0.087,-0.3,10.8,0.544,-2.2
Khalid El-Amin, PG,2000,34,50,0.03,-0.4,12.2,0.458,-3.8
Mike Smith, SF,2000,35,17,-0.033,-0.2,8.1,0.386,-5.5
Soumaila Samake, C,2000,36,47,0.046,-0.3,10,0.407,-6.5
Eddie House, SG,2000,37,717,0.077,1.6,13.2,0.508,-1.5
Eduardo Najera, PF,2000,38,619,0.106,6.4,12,0.534,0.3
Lavor Postell, SG,2000,39,61,-0.025,-0.7,8.9,0.459,-8.6
Hanno Mottola, C,2000,40,155,0.019,-2.3,8.1,0.487,-5.8
Olumide Oyedeji, C,2000,42,93,0.095,-0.4,10.5,0.533,-4.7
Michael Redd, SG,2000,43,629,0.134,14.9,19.5,0.558,0.9
Brian Cardinal, PF,2000,44,456,0.114,4.5,12.7,0.554,0.7
Jabari Smith, C,2000,45,108,0.058,-0.5,9.7,0.466,-4
Jason Hart, PG,2000,49,341,0.078,0.3,12.2,0.49,-1.7
Kaniel Dickens, PF,2000,50,19,0.055,-0.1,9,0.506,-5
Igor Rakocevic, PG,2000,51,42,0.022,-0.3,8.4,0.528,-7.1
Ernest Brown, C,2000,52,3,-0.349,-0.1,-9.7,0.193,-24.7
Dan McClintock, C,2000,53,6,0.007,-0.1,9.9,0.446,-6.6
Chris Porter, SF,2000,55,51,0.008,-0.8,11.1,0.434,-4.6
LeBron James, SF,2003,1,1143,0.238,124.9,27.7,0.586,9.2
Darko Milicic, C,2003,2,468,0.04,0.8,12.3,0.481,-1.6
Carmelo Anthony, SF,2003,3,1054,0.128,28.3,20.3,0.542,1
Chris Bosh, C,2003,4,893,0.159,27.5,20.6,0.571,1.4
Dwyane Wade, SG,2003,5,982,0.168,57.7,23.9,0.557,4.8
Chris Kaman, C,2003,6,735,0.06,0,14.9,0.525,-2
Kirk Hinrich, PG,2003,7,879,0.093,14.7,12.8,0.516,0.2
T.J. Ford, PG,2003,8,429,0.068,3.6,15.1,0.503,-0.8
Jarvis Hayes, SF,2003,10,427,0.049,-2.2,10.8,0.498,-2.9
Mickael Pietrus, SF,2003,11,557,0.079,3.4,11.6,0.54,-0.9
Nick Collison, PF,2003,12,910,0.115,11.3,13.2,0.57,0.4
Marcus Banks, PG,2003,13,348,0.057,-0.6,12.2,0.522,-2.4
Luke Ridnour, PG,2003,14,830,0.08,5.8,13.9,0.519,-0.9
Reece Gaines, PG,2003,15,71,-0.049,-0.9,5.3,0.378,-7.7
Troy Bell, PG,2003,16,6,-0.326,-0.1,-4.5,0.285,-14.4
Zarko Cabarkapa, PF,2003,17,150,0.035,-1.3,11.5,0.502,-5.2
David West, PF,2003,18,1034,0.141,25.8,18.6,0.544,1.5
Sasha Pavlovic, SG,2003,19,567,0.038,-3.2,8.3,0.485,-3.4
Dahntay Jones, SF,2003,20,624,0.048,-4.1,9.5,0.519,-3.7
Boris Diaw, PF,2003,21,1064,0.086,19.5,12.9,0.547,0.7
Zoran Planinic, PG,2003,22,148,0.046,-0.9,9.6,0.492,-4.2
Travis Outlaw, SF,2003,23,622,0.061,-0.9,13.1,0.5,-2.3
Brian Cook, PF,2003,24,421,0.086,-0.6,13.1,0.524,-2.4
Carlos Delfino, SG,2003,25,507,0.093,8.1,12.6,0.52,0.8
Ndudi Ebi, SG,2003,26,19,0.051,-0.1,14.6,0.491,-5.4
Kendrick Perkins, C,2003,27,782,0.078,7,10.7,0.552,-0.4
Leandro Barbosa, SG,2003,28,850,0.098,7.4,15.1,0.56,-0.4
Josh Howard, SF,2003,29,507,0.119,10.3,16.7,0.522,0.6
Maciej Lampe, C,2003,30,64,-0.014,-1.1,8.5,0.435,-8.7
Jason Kapono, SF,2003,31,509,0.055,-2.3,10.5,0.536,-3
Luke Walton, SF,2003,32,564,0.067,1.9,11.7,0.495,-1.2
Jerome Beasley, PF,2003,33,2,-0.117,0,5.9,0.333,-22.4
Travis Hansen, SF,2003,37,41,0.019,-0.4,7.2,0.433,-5
Steve Blake, PG,2003,38,870,0.067,1.3,11.1,0.521,-1.8
Slavko Vranes, C,2003,39,1,-0.371,0,-20.4,0,-21.4
Derrick Zimmerman, PG,2003,40,2,0.004,-0.1,5.5,0.667,-9.7
Willie Green, SG,2003,41,731,0.042,-5.9,11,0.498,-3.6
Zaza Pachulia, C,2003,42,1030,0.113,9.1,14.6,0.541,-0.3
Keith Bogans, SG,2003,43,671,0.068,4.5,9.6,0.517,-0.8
Matt Bonner, PF,2003,45,792,0.138,10.1,13.6,0.585,1
Mo Williams, PG,2003,47,818,0.08,8.9,15,0.532,-0.5
James Lang, C,2003,48,11,0.047,0,6.6,0.491,-4
James Jones, SF,2003,49,709,0.109,4,11.3,0.566,-0.6
Kyle Korver, SG,2003,51,1104,0.114,21,12.9,0.602,0.9
Brandon Hunter, PF,2003,56,67,0.055,-0.5,12.5,0.489,-5.4
Andreas Glyniadakis, C,2003,58,13,-0.143,-0.2,-3.3,0.475,-12.1
Dwight Howard, C,2004,1,1035,0.172,40,21.6,0.599,2.4
Emeka Okafor, C,2004,2,616,0.114,7.6,17,0.535,-0.4
Ben Gordon, SG,2004,3,744,0.078,4.7,14.9,0.546,-1.1
Shaun Livingston, PG,2004,4,769,0.083,1.4,12.5,0.529,-1.7
Devin Harris, PG,2004,5,917,0.112,13.7,16.2,0.552,0.4
Josh Childress, SF,2004,6,391,0.118,8.6,15.6,0.591,1.3
Luol Deng, SF,2004,7,880,0.115,22.5,15.4,0.527,0.9
Rafael Araujo, C,2004,8,139,-0.013,-1.8,6.3,0.448,-6.4
Andre Iguodala, SF,2004,9,1040,0.125,43.9,15.8,0.554,2.9
Luke Jackson, SF,2004,10,73,0.01,-0.4,9.3,0.473,-4.4
Andris Biedrins, C,2004,11,516,0.132,8.6,15.3,0.591,1.1
Robert Swift, C,2004,12,97,0.054,-0.8,11.4,0.531,-4.1
Sebastian Telfair, PG,2004,13,564,0.02,-5.8,10.8,0.478,-3.9
Kris Humphries, PF,2004,14,800,0.102,0.1,15.4,0.514,-2
Al Jefferson, C,2004,15,915,0.13,15.1,20.6,0.528,0.3
Kirk Snyder, SG,2004,16,211,0.061,0,12.4,0.52,-2
Josh Smith, PF,2004,17,894,0.084,29.9,17.4,0.504,2.1
Dorell Wright, SF,2004,19,549,0.101,7.4,14.4,0.538,0.4
Jameer Nelson, PG,2004,20,878,0.094,12.7,14.4,0.532,0
Pavel Podkolzin, C,2004,21,6,-0.163,-0.1,-2.8,0.362,-18.8
Viktor Khryapa, PF,2004,22,143,0.041,0.1,10.7,0.493,-1.8
Sergei Monia, SF,2004,23,26,-0.025,-0.3,6.3,0.413,-5.1
Delonte West, PG,2004,24,432,0.099,7.6,13.9,0.538,0.5
Tony Allen, SG,2004,25,820,0.103,13.7,14.2,0.529,1
Kevin Martin, SG,2004,26,714,0.137,11.3,17.7,0.585,0.1
Sasha Vujacic, SG,2004,27,581,0.086,2,11.5,0.521,-1.1
Beno Udrih, PG,2004,28,831,0.083,2,14,0.539,-1.6
David Harrison, C,2004,29,189,0.057,-1,10.9,0.543,-3.4
Anderson Varejao, C,2004,30,627,0.148,13.3,15.6,0.543,1.5
Jackson Vroman, PF,2004,31,87,0.001,-0.5,8.2,0.449,-3.9
Peter John Ramos, C,2004,32,6,-0.108,-0.1,8.2,0.506,-18.3
Lionel Chalmers, PG,2004,33,36,-0.025,-0.5,6.5,0.409,-6.3
Donta Smith, SG,2004,34,61,0.043,-0.2,11.1,0.496,-3.2
Andre Emmett, SG,2004,35,14,0.04,-0.1,8.5,0.534,-6.8
Antonio Burks, PG,2004,36,81,0.004,-0.9,7.2,0.418,-6.6
Royal Ivey, SG,2004,37,492,0.035,-2.8,8.4,0.489,-3.8
Chris Duhon, PG,2004,38,606,0.077,2,10.8,0.523,-1.5
Justin Reed, SF,2004,40,136,0.016,-1.4,8,0.469,-5.9
Trevor Ariza, SF,2004,43,942,0.099,25.4,13.4,0.533,1.6
Bernard Robinson, SG,2004,45,128,0.049,0,11,0.488,-2
Pape Sow, C,2004,47,76,0.044,-0.6,9.3,0.477,-4.8
Vassilis Spanoulis, SG,2004,50,31,-0.01,-0.3,5.4,0.47,-6.7
Matt Freije, PF,2004,53,42,-0.047,-0.6,4.6,0.355,-6.3
Luis Flores, PG,2004,55,16,-0.02,-0.1,10.1,0.586,-9.6
Andrew Bogut, C,2005,1,694,0.122,21.6,16.4,0.545,2.3
Marvin Williams, PF,2005,2,939,0.105,11.8,13.7,0.547,-0.3
Deron Williams, PG,2005,3,845,0.129,23.8,18.2,0.552,1.3
Chris Paul, PG,2005,4,892,0.251,75.9,25.6,0.581,7.5
Raymond Felton, PG,2005,5,938,0.067,10.1,13.9,0.497,-0.6
Martell Webster, SF,2005,6,580,0.085,4.6,11.7,0.556,-0.7
Charlie Villanueva, PF,2005,7,656,0.08,0.6,16,0.52,-1.8
Channing Frye, C,2005,8,854,0.096,9.1,13.4,0.547,-0.1
Ike Diogu, PF,2005,9,225,0.112,-2,15.6,0.578,-4.8
Andrew Bynum, C,2005,10,418,0.168,9,19.6,0.592,1.3
Yaroslav Korolev, SF,2005,12,34,-0.024,-0.2,5.6,0.368,-6.4
Sean May, PF,2005,13,119,0.068,-0.2,14.9,0.508,-2.4
Rashad McCants, SG,2005,14,249,0.035,-0.6,12.9,0.528,-2.5
Antoine Wright, SG,2005,15,297,0.026,-1.5,7.9,0.49,-3.1
Joey Graham, SF,2005,16,377,0.061,-2.8,11,0.551,-3.8
Danny Granger, SF,2005,17,586,0.126,16.1,16.9,0.56,1.5
Gerald Green, SF,2005,18,585,0.069,-1,13.2,0.533,-2.4
Hakim Warrick, PF,2005,19,526,0.092,-2.9,15.5,0.555,-3.1
Julius Hodge, SG,2005,20,23,0.003,-0.1,10.7,0.462,-4.5
Nate Robinson, PG,2005,21,618,0.096,7.8,15.6,0.531,0.2
Jarrett Jack, PG,2005,22,867,0.073,5.1,14.1,0.538,-1.2
Francisco Garcia, SF,2005,23,549,0.074,4.9,12.3,0.541,-0.3
Luther Head, SG,2005,24,348,0.09,3.2,12.3,0.542,-0.4
Johan Petro, C,2005,25,473,0.037,-4,10.4,0.484,-4.2
Jason Maxiell, PF,2005,26,618,0.086,0.1,13,0.518,-2
Linas Kleiza, SF,2005,27,409,0.08,-0.9,12.4,0.543,-2.4
Ian Mahinmi, C,2005,28,546,0.126,3.9,13,0.572,-0.3
Wayne Simien, PF,2005,29,51,0.083,-0.4,10.5,0.525,-4.8
David Lee, PF,2005,30,829,0.15,22.3,19.1,0.577,1.6
Salim Stoudamire, SG,2005,31,157,0.04,-2.1,11.8,0.526,-5.1
Daniel Ewing, SG,2005,32,127,0.024,-0.7,8.3,0.473,-3.7
Brandon Bass, PF,2005,33,758,0.125,3.7,15.3,0.558,-1.1
Ersan Ilyasova, PF,2005,36,678,0.121,8,15.7,0.537,-0.1
Ronny Turiaf, C,2005,37,473,0.115,6,13.8,0.566,1
Travis Diener, PG,2005,38,179,0.102,0.1,12.5,0.523,-1.8
Von Wafer, SG,2005,39,200,0.064,-0.7,11.8,0.512,-3.2
Monta Ellis, SG,2005,40,833,0.069,12.3,16,0.523,-0.3
Roko Ukic, PG,2005,41,85,-0.007,-0.8,10,0.443,-5.4
Chris Taft, C,2005,42,17,0.155,0,15.6,0.578,-1.3
Mile Ilic, C,2005,43,5,-1.264,-0.1,-48.6,0,-53.6
Martynas Andriuskevicius, C,2005,44,6,0.155,0,15.5,0,0.1
Lou Williams, SG,2005,45,861,0.124,11.6,18.2,0.555,0.2
Bracey Wright, SG,2005,47,26,0.068,-0.1,13.1,0.512,-3.7
Mickael Gelabale, SF,2005,48,145,0.062,0,10.5,0.545,-1.9
Andray Blatche, PF,2005,49,564,0.074,5.4,16.8,0.511,-0.3
Ryan Gomes, SF,2005,50,487,0.069,2.3,12.5,0.525,-1.3
Robert Whaley, C,2005,51,23,0.004,-0.1,7.6,0.411,-3.5
Orien Greene, SG,2005,53,131,-0.022,-0.7,6.1,0.441,-3.8
Dijon Thompson, SG,2005,54,16,0.102,-0.1,16.4,0.517,-4.3
Lawrence Roberts, C,2005,55,87,0.106,0.2,13.5,0.522,-1.4
Amir Johnson, PF,2005,56,819,0.146,20.7,15.9,0.603,2.6
Marcin Gortat, C,2005,57,759,0.144,14,17.2,0.576,0.8
Uros Slokar, C,2005,58,20,0.042,-0.1,13.9,0.599,-7
Alex Acker, SG,2005,60,30,-0.043,-0.3,8.5,0.42,-6.9
Andrea Bargnani, C,2006,1,550,0.057,-0.9,14.4,0.531,-2.2
LaMarcus Aldridge, PF,2006,2,869,0.156,25.8,20.7,0.538,1.4
Adam Morrison, SF,2006,3,161,-0.021,-2.9,7.4,0.448,-5.5
Tyrus Thomas, PF,2006,4,402,0.078,1.7,14.8,0.5,-1.1
Shelden Williams, PF,2006,5,361,0.085,-1.2,12.5,0.527,-2.8
Brandon Roy, SG,2006,6,326,0.155,15.2,20,0.548,3.2
Randy Foye, SG,2006,7,752,0.058,3.4,12,0.524,-1.3
Rudy Gay, SF,2006,8,810,0.086,17.5,16.7,0.533,0.5
Patrick O'Bryant, C,2006,9,90,0.046,-0.2,11,0.513,-3.1
Mouhamed Sene, C,2006,10,47,0.052,-0.5,13.5,0.483,-9.3
Hilton Armstrong, C,2006,12,292,0.055,-0.7,9.9,0.529,-2.8
Thabo Sefolosha, SG,2006,13,778,0.099,14.1,11.5,0.535,1.1
Ronnie Brewer, SG,2006,14,502,0.127,10.7,14.4,0.539,1.7
Cedric Simmons, PF,2006,15,75,0.005,-0.7,7.3,0.414,-5.7
Rodney Carney, SF,2006,16,299,0.064,-0.8,11.9,0.51,-2.7
Shawne Williams, SF,2006,17,314,0.06,0,10.5,0.513,-2
Oleksiy Pecherov, C,2006,18,111,0.025,-1.3,11.9,0.482,-7
Quincy Douby, PG,2006,19,143,0,-1.3,9.7,0.483,-5.4
Renaldo Balkman, SF,2006,20,221,0.113,2.2,14.3,0.532,0.9
Rajon Rondo, PG,2006,21,779,0.111,22.4,16.4,0.502,1.6
Marcus Williams, PF,2006,22,13,-0.084,-0.1,10.4,0.318,-7.5
Josh Boone, PF,2006,23,256,0.097,0.1,14.2,0.538,-1.9
Kyle Lowry, PG,2006,24,791,0.156,36.4,18.6,0.564,3.9
Shannon Brown, SG,2006,25,408,0.06,-0.6,12.4,0.503,-2.3
Jordan Farmar, PG,2006,26,504,0.068,1.6,13.3,0.528,-1.4
Sergio Rodriguez, PG,2006,27,353,0.039,-1.6,12.4,0.495,-3.2
Maurice Ager, SG,2006,28,82,-0.089,-1.1,2.8,0.398,-10.4
Mardy Collins, SG,2006,29,189,-0.027,-2,7.9,0.431,-4.9
Joel Freeland, C,2006,30,151,0.084,-0.2,11.1,0.486,-2.5
James White, SF,2006,31,67,0.062,-0.2,9.9,0.514,-3.4
Steve Novak, PF,2006,32,467,0.123,1.6,12.7,0.616,-0.9
Solomon Jones, PF,2006,33,281,0.078,-0.7,10.2,0.531,-2.9
Paul Davis, PF,2006,34,82,0.035,-0.5,10.6,0.445,-4.7
Craig Smith, PF,2006,36,403,0.113,0.9,16.2,0.585,-1.5
Bobby Jones, SF,2006,37,91,0.06,-0.3,9.7,0.527,-3.5
Kosta Perovic, C,2006,38,7,0.06,0,10.3,0.396,-6.7
David Noel, PF,2006,39,68,0.024,-0.3,9,0.47,-3.4
James Augustine, PF,2006,41,27,0.101,0,11.1,0.518,-2.2
